ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,label
2025-05-02T20:02:05.453042+00:00,C7a9941dd,10.0.0.51,24617,139.63.130.3,58108,udp,ssh,286.7597866277048,4656,7595,benign
2025-05-02T20:02:05.453051+00:00,C3beec628,10.0.0.155,11555,23.4.170.47,29338,tcp,http,15.654740664466441,8092,1267,benign
2025-05-02T20:02:05.453060+00:00,C2f0a678c,10.0.0.70,24389,122.1.71.180,9096,udp,ssh,113.54875832781204,8007,6698,benign
2025-05-02T20:02:05.453070+00:00,C8b47ae13,10.0.0.102,13644,192.168.1.100,47382,udp,http,288.0927944426353,5856,6021,malicious
2025-05-02T20:02:05.453078+00:00,C18020e14,10.0.0.246,53873,154.241.232.250,29225,udp,ssh,50.41578597808684,6388,5851,benign
2025-05-02T20:02:05.453088+00:00,C749a1dee,10.0.0.127,62828,149.100.210.233,4963,tcp,ftp,244.75718682239054,5520,6187,benign
2025-05-02T20:02:05.453097+00:00,Ce06bb9f5,10.0.0.45,17930,10.0.0.99,60429,tcp,http,86.88832168226078,1489,3487,malicious
2025-05-02T20:02:05.453106+00:00,C8602096a,10.0.0.166,6526,242.227.108.127,33152,udp,ssh,104.62311296231364,6292,9113,benign
2025-05-02T20:02:05.453115+00:00,C73ffd02e,10.0.0.227,26516,251.89.231.85,35875,tcp,https,293.6454468709155,8311,8162,benign
2025-05-02T20:02:05.453125+00:00,Cea400c59,10.0.0.151,4264,230.73.52.119,46303,udp,http,279.5239630956232,9888,3177,benign
2025-05-02T20:02:05.453134+00:00,C5a16cd91,10.0.0.209,58213,82.211.120.110,64354,tcp,http,187.59483539070467,6492,3547,benign
2025-05-02T20:02:05.453144+00:00,Cea87490c,10.0.0.20,41010,94.214.82.213,50335,tcp,ftp,160.97149911313932,1109,9747,benign
2025-05-02T20:02:05.453153+00:00,Cc94c0c4f,10.0.0.212,20030,46.194.25.68,15938,tcp,https,181.18040513247266,3041,2541,benign
2025-05-02T20:02:05.453163+00:00,C022406cf,10.0.0.98,8698,170.134.102.4,51983,tcp,ssh,122.13353051961585,9719,1220,benign
2025-05-02T20:02:05.453172+00:00,C4975392e,10.0.0.98,9214,121.168.245.253,30173,udp,ftp,295.37754403970234,8718,9206,benign
2025-05-02T20:02:05.453181+00:00,C21598227,10.0.0.207,12574,83.222.120.226,8298,udp,https,229.49091099387775,1658,8386,benign
2025-05-02T20:02:05.453191+00:00,C15a91c77,10.0.0.253,7122,213.59.201.100,36962,tcp,https,228.9935694108581,5939,3506,benign
2025-05-02T20:02:05.453201+00:00,Cf025127c,10.0.0.184,31628,137.92.168.87,23059,tcp,http,269.18098726086214,4316,4577,benign
2025-05-02T20:02:05.453210+00:00,C3edf5544,10.0.0.36,59774,173.156.58.199,58145,udp,dns,78.52643900842449,3166,9132,benign
2025-05-02T20:02:05.453220+00:00,C8ff040db,10.0.0.240,18340,93.184.216.34,27745,tcp,ssh,205.1139194026802,2882,6192,malicious
2025-05-02T20:02:05.453229+00:00,C87341446,10.0.0.251,2661,51.60.38.252,27736,tcp,ftp,69.40058632527902,421,2346,benign
2025-05-02T20:02:05.453239+00:00,Cc6446e5c,10.0.0.229,61519,143.51.86.140,53059,udp,http,233.43713991661014,7504,5545,benign
2025-05-02T20:02:05.453249+00:00,Cd50b5161,10.0.0.224,57212,183.17.155.4,19974,udp,dns,174.25188880723087,6167,9759,benign
2025-05-02T20:02:05.453258+00:00,C165baef1,10.0.0.142,36683,144.252.62.60,15758,udp,ssh,206.08979938292615,2458,3974,benign
2025-05-02T20:02:05.453268+00:00,C1a79a835,10.0.0.131,5589,41.228.62.8,47186,udp,ssh,206.40071080198663,6139,834,benign
2025-05-02T20:02:05.453277+00:00,C68d28ba4,10.0.0.80,16741,155.127.244.224,36796,udp,ssh,183.07132382901585,6762,4074,benign
2025-05-02T20:02:05.453287+00:00,Cb5a1d1c2,10.0.0.45,34303,36.94.81.232,8070,tcp,dns,227.24172519735538,3378,1158,benign
2025-05-02T20:02:05.453297+00:00,C4ae1ae62,10.0.0.183,26511,216.157.158.73,18864,tcp,dns,274.8149940100253,5929,1375,benign
2025-05-02T20:02:05.453307+00:00,C34161f40,10.0.0.61,22818,102.31.250.4,65473,tcp,http,188.4584487632553,522,1527,benign
2025-05-02T20:02:05.453354+00:00,C48408fae,10.0.0.114,12171,152.242.164.93,30327,udp,http,199.78398853997345,5918,4093,benign
2025-05-02T20:02:05.453367+00:00,C1d33bedb,10.0.0.248,4687,143.210.66.61,15002,udp,dns,248.24599729355867,2415,1503,malicious
2025-05-02T20:02:05.453377+00:00,Cd91e480a,10.0.0.217,17595,10.0.0.99,19605,tcp,http,45.76948805518446,6901,3421,malicious
2025-05-02T20:02:05.453385+00:00,C169455a2,10.0.0.35,58339,21.189.69.189,33115,tcp,http,174.43066807072174,2302,8925,benign
2025-05-02T20:02:05.453395+00:00,C6cb7a6a5,10.0.0.91,41471,51.180.241.98,47323,udp,ssh,218.7627027260008,3165,469,benign
2025-05-02T20:02:05.453404+00:00,C2969f370,10.0.0.211,49385,22.228.146.250,53321,udp,dns,239.47753093263233,7353,1716,benign
2025-05-02T20:02:05.453414+00:00,C03a0a708,10.0.0.176,33529,34.56.149.57,47816,udp,ssh,221.92815630419898,6319,7683,benign
2025-05-02T20:02:05.453423+00:00,Cade2155a,10.0.0.159,14615,177.51.107.69,47270,tcp,ssh,40.39573132362922,8866,8814,benign
2025-05-02T20:02:05.453433+00:00,C37dcbe0b,10.0.0.115,61883,5.165.149.23,31808,udp,ssh,51.73445414701519,9439,2818,benign
2025-05-02T20:02:05.453442+00:00,Ce5177e03,10.0.0.10,52035,64.10.142.81,9375,tcp,ssh,118.85452639516093,4697,7966,benign
2025-05-02T20:02:05.453452+00:00,C0acd54c9,10.0.0.17,58843,61.154.182.28,17865,tcp,ssh,104.92482772197778,3458,7165,benign
2025-05-02T20:02:05.453462+00:00,Cc6a09056,10.0.0.33,36984,152.31.88.177,6248,tcp,dns,41.602024659757845,4203,1172,benign
2025-05-02T20:02:05.453471+00:00,Ca78cf4ad,10.0.0.117,1829,93.184.216.34,54693,tcp,ssh,14.33981661561792,7655,5596,malicious
2025-05-02T20:02:05.453479+00:00,C28e93dd4,10.0.0.162,37434,168.136.135.234,10687,tcp,dns,9.21183011924995,1707,7288,benign
2025-05-02T20:02:05.453489+00:00,C414c0f09,10.0.0.160,57412,212.9.231.220,10757,udp,https,0.4695308927090053,3736,9880,benign
2025-05-02T20:02:05.453498+00:00,C7c0a622e,10.0.0.122,35212,76.95.212.236,33227,tcp,ftp,231.9411349945219,5954,3688,benign
2025-05-02T20:02:05.453508+00:00,Cf76d54c7,10.0.0.50,14908,22.95.22.139,62895,udp,https,125.16239398468392,4826,4143,benign
2025-05-02T20:02:05.453517+00:00,C4b33e87d,10.0.0.35,44932,213.19.107.75,36237,tcp,http,284.73790280714286,701,5784,benign
2025-05-02T20:02:05.453527+00:00,Cb51da753,10.0.0.92,15547,85.244.137.120,47455,udp,ssh,286.0019726117778,8062,1959,benign
2025-05-02T20:02:05.453536+00:00,C3c767a98,10.0.0.247,36267,245.79.246.158,11676,udp,ftp,157.8585932276244,7316,1852,benign
2025-05-02T20:02:05.453546+00:00,Ceaccfbb1,10.0.0.66,32718,87.134.102.111,25799,udp,ftp,87.07857822236491,4070,5796,benign
2025-05-02T20:02:05.453555+00:00,Cd98c0cc4,10.0.0.198,5879,197.105.184.30,6506,udp,ftp,144.50077782958775,467,948,benign
2025-05-02T20:02:05.453565+00:00,Ccd3a37c7,10.0.0.81,10142,10.0.0.99,12030,udp,ftp,136.61244865471608,9330,1970,malicious
2025-05-02T20:02:05.453573+00:00,C75c0beb7,10.0.0.105,10041,246.172.38.8,10305,udp,https,111.2570996752395,4195,3473,benign
2025-05-02T20:02:05.453583+00:00,C8c25d3c4,10.0.0.113,24112,42.101.155.213,63693,udp,ssh,119.58921077243664,473,2503,benign
2025-05-02T20:02:05.453592+00:00,C3b6e1559,10.0.0.66,16710,192.168.1.100,633,tcp,ssh,24.44114781023226,2226,8290,malicious
2025-05-02T20:02:05.453601+00:00,Cc242a766,10.0.0.220,7673,118.105.57.40,25076,tcp,http,149.81796692329715,5091,316,benign
2025-05-02T20:02:05.453611+00:00,Caafe5fc5,10.0.0.247,43803,31.132.136.186,1336,tcp,dns,265.24673902283104,1000,5564,benign
2025-05-02T20:02:05.453621+00:00,C0bb8a9aa,10.0.0.176,51105,41.139.174.18,29681,udp,http,49.17021374497407,6241,8693,benign
2025-05-02T20:02:05.453630+00:00,C04f1a1ce,10.0.0.146,42091,113.177.76.22,10082,tcp,https,109.446152945266,3929,6925,benign
2025-05-02T20:02:05.453640+00:00,C442a09ae,10.0.0.88,52794,87.179.134.166,13929,udp,http,223.39816262529396,344,322,benign
2025-05-02T20:02:05.453650+00:00,C29a32fd7,10.0.0.39,13427,141.94.234.235,64929,tcp,dns,51.12563757184254,9313,8193,benign
2025-05-02T20:02:05.453659+00:00,C11dc1a8a,10.0.0.72,48254,223.255.218.126,28950,tcp,https,16.249897864191173,8749,8423,benign
2025-05-02T20:02:05.453669+00:00,C16241544,10.0.0.131,34081,35.12.147.232,27787,tcp,dns,228.60800135147318,5593,6113,benign
2025-05-02T20:02:05.453678+00:00,C6509bdfb,10.0.0.110,26122,96.32.145.148,13592,udp,ssh,291.963342218809,6766,6617,benign
2025-05-02T20:02:05.453688+00:00,C34371f66,10.0.0.136,47761,61.167.82.118,64671,tcp,http,19.567488343546113,6656,3136,benign
2025-05-02T20:02:05.453697+00:00,C2399cf8e,10.0.0.115,60645,57.208.138.23,9607,tcp,ssh,40.547959777416274,9336,3439,benign
2025-05-02T20:02:05.453715+00:00,Cf4a3f1f9,10.0.0.175,1690,78.76.7.60,18957,tcp,ssh,169.4743571018167,2306,6748,benign
2025-05-02T20:02:05.453724+00:00,C3d77aec9,10.0.0.22,17999,10.0.0.99,34904,tcp,https,82.99572516974291,8072,5445,malicious
2025-05-02T20:02:05.453733+00:00,C46d010b4,10.0.0.245,4682,93.184.216.34,56164,tcp,http,16.421104291807033,7551,658,malicious
2025-05-02T20:02:05.453742+00:00,C373c3767,10.0.0.177,8652,23.116.11.6,58806,udp,dns,145.74495627801204,2454,8993,benign
2025-05-02T20:02:05.453751+00:00,C090d8ec7,10.0.0.111,28079,192.168.1.100,16334,tcp,ftp,141.73845559822573,4337,120,malicious
2025-05-02T20:02:05.453760+00:00,C1ede9539,10.0.0.111,38011,198.153.143.56,39056,tcp,ssh,32.129189010056024,8249,3061,benign
2025-05-02T20:02:05.453769+00:00,C897d0047,10.0.0.25,6780,115.254.126.31,36131,udp,ftp,85.22863266838884,8104,9885,benign
2025-05-02T20:02:05.453778+00:00,C0f99c73d,10.0.0.248,36586,89.216.139.176,37760,tcp,https,10.061671253879936,9255,1217,benign
2025-05-02T20:02:05.453788+00:00,C92cfb8ba,10.0.0.229,18223,251.102.224.160,56421,udp,dns,236.14222161117908,2894,8686,benign
2025-05-02T20:02:05.453798+00:00,Ca5abfe78,10.0.0.49,1287,104.210.246.241,13798,tcp,http,38.81086170050547,3815,8789,benign
2025-05-02T20:02:05.453807+00:00,C9209b7f9,10.0.0.251,23212,154.246.115.128,3518,udp,ftp,187.55811413803076,606,1756,benign
2025-05-02T20:02:05.453817+00:00,Cf7feaad7,10.0.0.75,23336,200.67.249.102,39177,udp,https,25.421272293509894,4597,3995,benign
2025-05-02T20:02:05.453826+00:00,C8e0d9d22,10.0.0.88,64073,171.80.93.3,9615,tcp,http,173.3919408135434,635,5267,benign
2025-05-02T20:02:05.453836+00:00,C79918866,10.0.0.245,16565,228.238.113.138,21481,tcp,ftp,253.24467352134678,4596,3899,benign
2025-05-02T20:02:05.453845+00:00,C2b09ced8,10.0.0.49,12901,166.60.57.101,48769,udp,dns,34.8930504492234,3582,130,benign
2025-05-02T20:02:05.453855+00:00,C8894ee23,10.0.0.202,14673,128.82.195.137,47772,udp,ssh,94.47792061816014,9574,8414,benign
2025-05-02T20:02:05.453864+00:00,C944b3203,10.0.0.15,36467,152.198.101.211,50334,tcp,dns,61.67874470645158,6052,8049,benign
2025-05-02T20:02:05.453874+00:00,C994b64e6,10.0.0.250,47973,173.23.214.196,5471,tcp,https,63.56948166756136,5716,3702,benign
2025-05-02T20:02:05.453883+00:00,Cb34d1086,10.0.0.103,28508,31.242.199.157,64770,tcp,https,274.1765292969662,4004,206,malicious
2025-05-02T20:02:05.453893+00:00,Cb41d96f9,10.0.0.99,11413,192.168.1.100,52313,udp,ftp,3.1857970841942036,953,5322,malicious
2025-05-02T20:02:05.453901+00:00,C8444abad,10.0.0.16,30551,99.255.116.198,5496,udp,https,190.25242286211144,6397,5851,benign
2025-05-02T20:02:05.453911+00:00,C0947f639,10.0.0.196,58688,122.228.176.48,14701,udp,ftp,145.87062947173578,6468,2632,benign
2025-05-02T20:02:05.453921+00:00,Cb1536d92,10.0.0.86,14419,192.168.1.100,8853,tcp,ftp,293.3539199457649,5592,8519,malicious
2025-05-02T20:02:05.453929+00:00,C57b5872e,10.0.0.115,57802,3.30.230.174,20473,udp,http,276.295994457007,268,6037,benign
2025-05-02T20:02:05.453939+00:00,C0b3d3c34,10.0.0.42,61263,35.123.242.38,58654,tcp,ssh,38.0068772586152,1745,2021,benign
2025-05-02T20:02:05.453948+00:00,C1f99bde0,10.0.0.86,25838,174.31.92.107,63065,tcp,http,207.82556440101462,9658,4685,benign
2025-05-02T20:02:05.453958+00:00,Cfe641ce3,10.0.0.170,49316,186.132.200.85,44222,tcp,ftp,137.95697562481266,2953,7037,benign
2025-05-02T20:02:05.453968+00:00,C6791b198,10.0.0.221,53533,80.98.103.19,38783,udp,ssh,263.7446915782648,8088,9083,benign
2025-05-02T20:02:05.453989+00:00,C3dd49ef7,10.0.0.60,15685,140.232.153.129,28340,udp,http,237.91965442815138,9630,8039,benign
2025-05-02T20:02:05.454000+00:00,C48169b88,10.0.0.216,43105,93.184.216.34,25376,tcp,http,163.01023618177038,8167,5772,malicious
2025-05-02T20:02:05.454009+00:00,C7c12598e,10.0.0.155,43658,19.69.227.28,34286,tcp,http,128.48827960611067,7736,8404,benign
2025-05-02T20:02:05.454019+00:00,Cb3ff1e85,10.0.0.42,25147,88.133.4.70,1613,tcp,dns,240.99926042733097,8743,7177,benign
2025-05-02T20:02:05.454028+00:00,C6433dfe7,10.0.0.12,38452,237.99.170.135,6148,udp,dns,260.58779535315864,8014,7381,benign
2025-05-02T20:02:05.454037+00:00,C97dc7a88,10.0.0.233,59213,79.13.42.49,44414,udp,http,224.38767991894318,2935,5064,benign
2025-05-02T20:02:05.454047+00:00,C8e6891bb,10.0.0.221,62911,10.0.0.99,31483,tcp,ssh,77.85516561129839,5996,5593,malicious
2025-05-02T20:02:05.454056+00:00,C4655f995,10.0.0.157,15279,170.188.131.188,20763,tcp,ftp,207.10732603062306,7595,1813,benign
2025-05-02T20:02:05.454065+00:00,Cb3e4a3d2,10.0.0.209,40177,133.136.11.127,3667,udp,https,227.0745605283619,5356,2678,benign
2025-05-02T20:02:05.454075+00:00,C743051b7,10.0.0.247,7612,255.64.69.146,55907,tcp,http,35.43647244724894,9810,2705,benign
2025-05-02T20:02:05.454084+00:00,C585b2a44,10.0.0.113,48095,76.118.189.119,40989,tcp,ftp,49.405727113111716,7719,5972,benign
2025-05-02T20:02:05.454094+00:00,Cb259b9ce,10.0.0.187,45632,11.71.128.10,20528,tcp,ssh,174.87153982256473,4227,6895,benign
2025-05-02T20:02:05.454103+00:00,Cd50dde57,10.0.0.197,22745,105.192.116.130,16820,tcp,http,281.4227410910976,9588,1999,benign
2025-05-02T20:02:05.454113+00:00,C8a4bd649,10.0.0.236,27594,192.168.1.100,6028,tcp,ssh,195.37929375507937,9028,3937,malicious
2025-05-02T20:02:05.454122+00:00,C939352f8,10.0.0.133,7312,132.206.11.135,16690,tcp,http,247.9880477420245,1255,9972,benign
2025-05-02T20:02:05.454131+00:00,Cfeb2000b,10.0.0.168,27927,39.151.14.211,55491,udp,dns,249.96921977011257,9019,2045,benign
2025-05-02T20:02:05.454141+00:00,Cab9db894,10.0.0.67,63742,17.243.106.147,48370,tcp,ftp,204.48277662656696,8107,8563,benign
2025-05-02T20:02:05.454150+00:00,Cd5330159,10.0.0.40,4893,188.255.0.231,50569,tcp,https,90.30214746582624,7308,4098,benign
2025-05-02T20:02:05.454160+00:00,Cb9c7b7f1,10.0.0.167,34061,157.206.226.148,6898,udp,dns,251.59542190382493,2529,9611,benign
2025-05-02T20:02:05.454170+00:00,C219a8c71,10.0.0.118,16815,225.12.175.252,30756,udp,https,278.08878799730815,466,9563,benign
2025-05-02T20:02:05.454179+00:00,C6d6536ca,10.0.0.25,17498,219.207.254.124,34127,udp,dns,70.42431503613349,2694,3782,benign
2025-05-02T20:02:05.454189+00:00,C287e4caf,10.0.0.191,46426,192.168.1.100,29852,tcp,http,214.56963127887465,7501,1606,malicious
2025-05-02T20:02:05.454197+00:00,Cb321d700,10.0.0.111,60050,226.27.1.169,32390,udp,ssh,122.43417856666201,6698,3533,benign
2025-05-02T20:02:05.454206+00:00,C124bac62,10.0.0.90,13347,246.200.200.231,23130,tcp,https,120.77422596537075,3577,4147,benign
2025-05-02T20:02:05.454215+00:00,C8f63049c,10.0.0.144,39116,14.56.225.254,58904,tcp,ftp,139.44079975310152,7737,2094,benign
2025-05-02T20:02:05.454225+00:00,C4a15e9b2,10.0.0.148,41300,148.168.224.243,13698,udp,https,173.42304462709902,9786,4453,benign
2025-05-02T20:02:05.454234+00:00,Cb4046d87,10.0.0.88,29738,41.229.228.210,59506,udp,dns,34.19636869309271,8761,1050,malicious
2025-05-02T20:02:05.454244+00:00,Cd730c66e,10.0.0.139,6194,47.172.0.248,19496,tcp,ftp,113.31363541179334,9602,5586,benign
2025-05-02T20:02:05.454253+00:00,Ccb4192bd,10.0.0.82,8886,219.159.33.36,16731,tcp,http,190.47216010033165,7834,6787,benign
2025-05-02T20:02:05.454263+00:00,Cb4e69e39,10.0.0.154,19879,241.38.37.154,58678,tcp,ssh,299.35604059033057,4051,7340,benign
2025-05-02T20:02:05.454273+00:00,Cf2605729,10.0.0.17,7664,131.63.140.214,20469,tcp,ssh,286.4599373523875,4787,1967,benign
2025-05-02T20:02:05.454283+00:00,C71997063,10.0.0.76,43614,158.62.7.61,64225,udp,http,134.31120588112483,8263,3541,benign
2025-05-02T20:02:05.454292+00:00,Ca51fc638,10.0.0.120,20551,66.13.48.123,29458,tcp,dns,211.25970486464254,3386,8045,benign
2025-05-02T20:02:05.454302+00:00,C7c2055c9,10.0.0.28,36723,162.15.167.160,42517,tcp,ssh,163.2472130615601,5039,8745,benign
2025-05-02T20:02:05.454311+00:00,C02036bb7,10.0.0.120,54531,120.202.118.208,10735,tcp,http,67.78774168153655,8284,4764,benign
2025-05-02T20:02:05.454321+00:00,Cf3dfcdb0,10.0.0.189,29867,237.227.231.61,25080,udp,ftp,260.1360326808365,1620,3065,benign
2025-05-02T20:02:05.454330+00:00,C02989711,10.0.0.198,34320,47.203.181.76,28949,tcp,https,54.29690370992139,2105,3137,benign
2025-05-02T20:02:05.454345+00:00,C0eacfa74,10.0.0.84,30880,46.228.25.197,9598,udp,http,14.829998710855328,8268,8968,benign
2025-05-02T20:02:05.454355+00:00,Cad69201b,10.0.0.25,12209,67.202.167.31,23405,tcp,dns,224.3911990135036,3851,6712,benign
2025-05-02T20:02:05.454364+00:00,Cbb9b499d,10.0.0.88,2954,89.174.100.11,41225,udp,https,35.20086152510622,8431,7305,benign
2025-05-02T20:02:05.454374+00:00,C2d9229e9,10.0.0.122,23959,39.30.253.62,7178,udp,https,108.2005883158409,6676,8548,benign
2025-05-02T20:02:05.454383+00:00,Cae9917b5,10.0.0.113,57260,226.11.185.238,44404,udp,ssh,268.1416876063874,4998,4166,benign
2025-05-02T20:02:05.454393+00:00,C230e9771,10.0.0.46,32960,29.29.62.41,52928,tcp,dns,209.1520711607958,3282,3855,benign
2025-05-02T20:02:05.454403+00:00,Cd3cfbae5,10.0.0.141,57648,159.44.182.195,49367,udp,ssh,104.33018593647532,2330,4457,malicious
2025-05-02T20:02:05.454413+00:00,C99260b27,10.0.0.23,27944,172.138.94.54,63202,udp,ftp,221.0890067963847,9317,5766,benign
2025-05-02T20:02:05.454422+00:00,Cffe9af6d,10.0.0.100,22091,209.134.134.190,28129,udp,ssh,259.89314022595767,7978,6189,benign
2025-05-02T20:02:05.454432+00:00,C458c084b,10.0.0.192,44818,23.252.107.157,5484,tcp,http,227.60972318580565,1843,1540,benign
2025-05-02T20:02:05.454441+00:00,C3085f515,10.0.0.247,45184,61.148.118.184,48275,udp,https,24.91038610763619,5436,3734,benign
2025-05-02T20:02:05.454451+00:00,C1c6c6c93,10.0.0.130,52207,68.154.229.139,7222,udp,dns,230.04133721649177,7762,9026,benign
2025-05-02T20:02:05.454460+00:00,C059f6830,10.0.0.194,20709,49.241.203.215,10612,udp,ftp,236.05682897510258,8769,2835,benign
2025-05-02T20:02:05.454476+00:00,C19c3e09d,10.0.0.253,48004,118.212.133.93,29465,udp,http,202.04782043435455,9648,6284,benign
2025-05-02T20:02:05.454486+00:00,C742dcb7e,10.0.0.140,48744,192.168.1.100,6455,tcp,ftp,48.155627336402304,5687,3436,malicious
2025-05-02T20:02:05.454495+00:00,C0b2328b1,10.0.0.28,13609,96.106.11.79,9163,udp,dns,264.7988301707865,7930,8875,benign
2025-05-02T20:02:05.454504+00:00,C6044c722,10.0.0.156,9102,208.243.143.128,42701,tcp,ftp,208.2035264890633,6785,9545,benign
2025-05-02T20:02:05.454514+00:00,C86afb0cf,10.0.0.176,38388,39.65.137.99,5175,tcp,https,26.907132634163137,4547,367,benign
2025-05-02T20:02:05.454523+00:00,C3b54d8e6,10.0.0.58,65230,195.201.215.231,60566,udp,dns,190.47651871763384,2418,4759,benign
2025-05-02T20:02:05.454533+00:00,C0a509690,10.0.0.226,2594,49.174.90.137,51564,tcp,dns,124.40080090066455,1901,3481,benign
2025-05-02T20:02:05.454543+00:00,C562a6356,10.0.0.58,2499,217.110.50.3,47645,udp,ftp,64.06988908138892,7652,9347,benign
2025-05-02T20:02:05.454552+00:00,C125b37dd,10.0.0.175,56947,10.22.204.5,39283,tcp,ftp,116.21821619391844,3148,7185,benign
